,val_loss,loss
0,0.003071955478996339,0.0005669945927714402
1,0.0027694130443857525,0.0008881947362192866
2,0.0030196294247465025,0.0008541327466357973
3,0.002772902938962337,0.0009702279401649064
4,0.004338244571423881,0.001011854060971955
5,0.007299178218545421,0.0011532146521111308
6,0.004225118112951047,0.0009157963893474729
7,0.0007205688478582791,0.0005668861870745937
8,0.0003940036871578438,0.00025403925498069233
9,0.0017642470446238197,9.514738408495749e-05
10,0.0013056330838783954,4.003235702092234e-05
11,0.0010126648719506193,3.810843605193271e-05
12,0.0007878946243332999,3.6194197512700544e-05
13,0.0006108280244158474,3.4199115288677445e-05
14,0.00047354874770159466,3.29755898248545e-05
15,0.0003673307995389526,3.1935818189713834e-05
16,0.0002859263175499412,3.1170966666841986e-05
17,0.00022428629222304153,3.055570815189195e-05
18,0.00017816970167435406,3.0047748002657178e-05
19,0.00014420323630777906,2.9583421847391384e-05
20,0.0001197238073018525,2.909880936954074e-05
21,0.00010273891192961553,2.8523336999563856e-05
22,9.187887148224642e-05,2.7782320117895285e-05
23,8.643367092039018e-05,2.6801986354670757e-05
24,8.62520706353583e-05,2.5533958420946323e-05
25,9.144874544138777e-05,2.399464347713808e-05
26,0.00010100168638397615,2.2319792071847006e-05
27,0.00011096170586218553,2.0771824048116725e-05
28,0.00011598861921887267,1.9617744984076597e-05
29,0.00011448626798937767,1.8934567818089123e-05
30,0.00010882023201475022,1.8590588872591318e-05
31,0.00010167486465206821,1.841641833814593e-05
32,9.473955736893913e-05,1.831833294442832e-05
33,8.899387673485155e-05,1.826885743305617e-05
34,8.509609517659555e-05,1.8272090865150996e-05
35,8.363233126829073e-05,1.8344553873053137e-05
36,8.521592786792098e-05,1.8506774242415608e-05
37,9.057205723668933e-05,1.877569787439613e-05
38,0.00010051058908781367,1.9156042423774957e-05
39,0.00011575147929458278,1.9634679255883235e-05
40,0.00013669036108391688,2.018134366118701e-05
41,0.0001632815708489943,2.0757886738087866e-05
42,0.00019507213024401912,2.1331317612337448e-05
43,0.0002313198822321283,2.1881783971345398e-05
44,0.00027113968345323275,2.2402969139956833e-05
45,0.0003135288039857187,2.2896779361550406e-05
46,0.0003573754089529757,2.336720774211168e-05
47,0.0004015076706309628,2.3819177019003222e-05
48,0.00044471776209320524,2.425662386089449e-05
49,0.00048573804167517665,2.4680765809658537e-05
